,id,text,aspect,polarity
731,3515, this is a great thai restaurant with a very friendly staff .,anecdotes/miscellaneous,positive
732,3515, this is a great thai restaurant with a very friendly staff .,service,positive
733,1698," have eaten at ginger house several times , and it 's always good .",anecdotes/miscellaneous,positive
734,1873, i ordered the smoked salmon and roe appetizer and it was off flavor .,food,negative
735,2592," we went here for lunch a couple of weeks ago on a saturday , and i was thoroughly impressed with the food .",food,positive
736,3081," i recommend the garlic shrimp , okra ( bindi ) , and anything with lamb .",food,positive
737,2806," as a japanese native , i 've lived in the tristate area for over 8 years , but i was just so amazed at this place .",anecdotes/miscellaneous,positive
738,3142," to give you an idea of how good we thought it was , we ended up going to ping 's three weekends in a row ! ! !",anecdotes/miscellaneous,positive
739,3575," as we were leaving , the couple standing by the door said to another waiter , we 're not in a hurry .",anecdotes/miscellaneous,neutral
740,1884," the menu was impressive with selections ranging from a burger , to steak , to escargot .",food,positive
741,3381," in fact , two people could really share one plate .",food,positive
742,2507, the food is great and authentic .,food,positive
743,745, this was a repeat visit and we 'll definitely be back again .,anecdotes/miscellaneous,positive
744,3100, during happy hour !,anecdotes/miscellaneous,neutral
745,2802, good for casual dinner with jeans and sneakers .,anecdotes/miscellaneous,positive
746,1769, love yuka .,anecdotes/miscellaneous,positive
747,201," anyway , the food is good , the price is right and they have a decent wine list .",food,positive
748,201," anyway , the food is good , the price is right and they have a decent wine list .",price,positive
749,1180," go , go , hurry , before everyone finds out about it .",anecdotes/miscellaneous,positive
750,2335, prices are higher to dine in and their chicken tikka marsala is quite good .,food,positive
751,2335, prices are higher to dine in and their chicken tikka marsala is quite good .,price,negative
752,1593, i am bringing my whole family back next time .,anecdotes/miscellaneous,positive
753,3631, this place has many different styles of pizza and they are all amazing .,food,positive
754,901, the photos of the restaurant in its web site are way better than the real look .,ambience,negative
755,3049, the food was lousy - too sweet or too salty and the portions tiny .,food,negative
756,1242, but the coconut rice was good .,food,positive
757,932, it took them 25 minutes to bring our appetizer .,service,negative
758,2769, a guaranteed delight !,anecdotes/miscellaneous,positive
759,1105, i have been coming to this neighborhood spot for years .,anecdotes/miscellaneous,neutral
760,2609, overall i would recommend it and go back again .,anecdotes/miscellaneous,positive
761,776, the food was great .,food,positive
762,272, pair you food with the excellent beers on tap or their well priced wine list .,food,positive
763,272, pair you food with the excellent beers on tap or their well priced wine list .,price,positive
764,1152, if you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimum then you 'll love it here .,ambience,negative
765,1152, if you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimum then you 'll love it here .,price,negative
766,2894, all of my co-workers stated that the food was amazing and wondered why they had n't heard about this place .,food,positive
767,2591," anyway , this is the last time i cross the williamsburg .",anecdotes/miscellaneous,negative
768,833, tetrameter has a beautiful spot overlooking the main terminal .,ambience,positive
769,461, friendly staff that actually lets you enjoy your meal and the company you 're with .,service,positive
770,2830," when i 'm feeling stressed by the noise and congestion around my office , i head for cafe st. bart 's .",anecdotes/miscellaneous,neutral
771,1356, guess the soulful ads did n't launch her big modeling career .,anecdotes/miscellaneous,neutral
772,539, the restaurant is rather small but we were lucky to get a table quickly .,service,positive
773,539, the restaurant is rather small but we were lucky to get a table quickly .,ambience,negative
774,836," besides , we were on vacation !",anecdotes/miscellaneous,neutral
775,2533, i love this cozy around the way rest .,ambience,positive
776,1435," quality of food is excellent and price is cheap , stick to pork , fish , chicken , lamb and vegetables .",food,positive
777,1435," quality of food is excellent and price is cheap , stick to pork , fish , chicken , lamb and vegetables .",price,positive
778,3208, do n't leave without trying one night in tokyo .,anecdotes/miscellaneous,positive
779,3126, save yourself the time and trouble and skip this one !,anecdotes/miscellaneous,negative
780,1455, this is my favorite italian restaurant in all of new york city .,anecdotes/miscellaneous,positive
781,2225," the place is a little tight and on a cold day , the seating by the entranceway can be pretty drafty .",ambience,negative
782,1056, the appetizing is excellent - just as good as bazaars barney greengrass at a reasonable price ( if bought by the pound ) .,food,positive
783,1056, the appetizing is excellent - just as good as bazaars barney greengrass at a reasonable price ( if bought by the pound ) .,price,positive
784,3582," but , they were too big for the bun .",food,negative
785,2708," the food is fresh , delicious , and reasonably priced .",food,positive
786,2708," the food is fresh , delicious , and reasonably priced .",price,positive
787,275, raga stands out with an interesting fusion of french and indian cooking .,food,positive
788,2105," a few tips : skip the turnip cake , roast pork buns and egg custards .",food,negative
789,2152, the bagels are fabulous .,food,positive
790,191," oh yes , and they lie on the phone , claiming they have seating in the garden , then of course the seats are not available .",service,negative
791,3319, although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .,service,positive
792,3319, although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .,ambience,positive
793,3681," the food was very good , a great deal , and the place its self was great .",food,positive
794,3681," the food was very good , a great deal , and the place its self was great .",ambience,positive
795,3681," the food was very good , a great deal , and the place its self was great .",price,positive
796,2171, the food options rule .,food,positive
797,3462, a great choice at any cost and a great deal .,anecdotes/miscellaneous,positive
798,3462, a great choice at any cost and a great deal .,price,positive
799,1087," anybody who likes this place must be from a different planet , where greasy , dry and tasteless are complimentary .",food,negative
800,1865," we ate here in march , 2006 and ordered the ore theater 3 course dinner with wine flight .",food,neutral
801,1380, definately check it out ! ! !,anecdotes/miscellaneous,positive
802,3421," probably much busier for lunch , it 's seldom crowded for dinner ( too close to downtown ) .",ambience,neutral
803,1293," their calzones are horrific , bad , vomit inducing , yuck .",food,negative
804,3475, it takes forever to get a drink and they almost always forget to bring something ( although they dont forget to charge you for it .,service,negative
805,818, the place itself is beautiful the bar scene seems to be happening .,ambience,positive
806,2893," saturday , nov. 6th i had a group from work come in with about 35 people and the staff was amazing to accomodate us .",service,positive
807,3170," good spreads , great beverage selections and bagels really tasty .",food,positive
808,2932," first , the waiter who served us neglected to fill us in on the specials , which i would have chosen had i known about them .",service,negative
809,2575, we will be back .,anecdotes/miscellaneous,positive
810,451," also , top the meal with a delicious and perfect slice of tiramisu .",food,positive
811,3700, it seems like this is a place the locals like and the people working here liked it too .,anecdotes/miscellaneous,positive
812,119, check out the secret back room .,ambience,positive
813,2817," it 's also attached to angel 's share , which is a cool , more romantic bar ...",ambience,positive
814,2517," authentic food and they have real service , not just the rush you get sometimes when they try to push you out the door .",food,positive
815,2517," authentic food and they have real service , not just the rush you get sometimes when they try to push you out the door .",service,positive
816,2883, stick to the gulab jamun .,food,positive
817,556," i am amazed by the poor reviews i find this place to be standout italian in an area flooded with italian great prices , great atmosphere , good service and a wonderful wine list .",food,positive
818,556," i am amazed by the poor reviews i find this place to be standout italian in an area flooded with italian great prices , great atmosphere , good service and a wonderful wine list .",service,positive
819,556," i am amazed by the poor reviews i find this place to be standout italian in an area flooded with italian great prices , great atmosphere , good service and a wonderful wine list .",ambience,positive
820,556," i am amazed by the poor reviews i find this place to be standout italian in an area flooded with italian great prices , great atmosphere , good service and a wonderful wine list .",price,positive
821,563, i was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again .,service,negative
822,563, i was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again .,ambience,negative
823,924, with the theater 2 blocks away we had a delicious meal in a beautiful room .,food,positive
824,924, with the theater 2 blocks away we had a delicious meal in a beautiful room .,ambience,positive
825,3113," i was a little leary about mary 's at first - it 's small , crowded and you usually have to wait on line - but i 'm glad i finally tried it .",ambience,negative
826,3113," i was a little leary about mary 's at first - it 's small , crowded and you usually have to wait on line - but i 'm glad i finally tried it .",anecdotes/miscellaneous,positive
827,2164, we were not disappointed in the least bit by this little gem .,anecdotes/miscellaneous,positive
828,3461, also very inexpensive .,price,positive
829,3041," we 've only eaten in the restaurant once , but we have ordered many times for dinner .",anecdotes/miscellaneous,neutral
830,2459, i got enough reasons to keep coming back ! ! !,anecdotes/miscellaneous,positive
831,1013, by far this is the only chinese desserts place i know in ny or anywhere close in the northeastern america that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar .,food,positive
832,193, the food is great and reasonably priced .,food,positive
833,193, the food is great and reasonably priced .,price,positive
834,1569, the characters really make for an enjoyable experience .,ambience,positive
835,2217, i would definitely recommend sea if you like thai cuisine !,food,positive
836,78," over the years the host , vittorio , and his crew , have always treated me as family -- although with all the business this not so little gem does , it amazing he 's even able to remember a consistent but not so frequent visitor .",service,positive
837,2280," the restuarant itself is not large , but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic taiwanese .",ambience,conflict
838,2280," the restuarant itself is not large , but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic taiwanese .",price,positive
839,2280," the restuarant itself is not large , but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic taiwanese .",food,positive
840,3424," my husband said he could 've eaten several more , the portion was fine for me he even exclaimed that the french fries were the best he has had .",food,conflict
841,3641, you can not go wrong with this place .,anecdotes/miscellaneous,positive
842,1707," it is the type of place to run into old friends and have a late , raucus dinner .",anecdotes/miscellaneous,positive
843,2766," the food is delicious - from the specials to the regular menu fare , the dishes are never a disappointment .",food,positive
844,667, prices are in line .,price,neutral
845,1600," the combination of fresh tomato sauce , fresh Mozart cheese , basil and the dough they make with imported flour , makes this is one of the better pizza 's in ny .",food,positive
846,134, the food is prepared quickly and efficiently .,food,positive
847,3336, and for this i had to shell out a small fortune ?,price,negative
848,2421," for all of you new to indian food , try the paneer roll , it is a piece of heaven .",food,positive
849,159, the food looked very appetizing and delicious since it came on a variety of fancy plates .,food,positive
850,1490, both the fresh mozzarella slices and the plain cheese slice are phenomenal .,food,positive
851,3546, i have tried literally every restaurant on curry row .,anecdotes/miscellaneous,neutral
852,1548," the food is terrible and overall , i would have to say avoid at all costs .",food,negative
853,2107," i 've been to this monster sushi twice , the 46th st once , the 23rd st one a number of times .",anecdotes/miscellaneous,neutral
854,1709," unfortunately , the food was not something to get worked up about .",food,negative
855,1550," it 's constantly open , catering to the pakistani cabbies lined up on crosby st. , so there 's more turnover with the food than you 'd expect ( i.e. , surprisingly fresh ) .",food,positive
856,1550," it 's constantly open , catering to the pakistani cabbies lined up on crosby st. , so there 's more turnover with the food than you 'd expect ( i.e. , surprisingly fresh ) .",ambience,positive
857,3305, i had filet mignon with garlic mash .,food,neutral
858,874," i went at 6:00 pm specifically for the ore theater menu ( $ 19.95 for roasted tomato soup with chevre , steak frites , creme brulee ) and it was marvelous .",food,positive
859,874," i went at 6:00 pm specifically for the ore theater menu ( $ 19.95 for roasted tomato soup with chevre , steak frites , creme brulee ) and it was marvelous .",price,positive
860,3116," the waitstaff were attentive , polite and helpful - an impressive feat in such close quarters .",service,positive
861,2707, go inside and you wo n't want to leave .,anecdotes/miscellaneous,positive
862,2630, i loving bringing friends here - and i do so every chance i get .,anecdotes/miscellaneous,positive
863,3353," - the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes , however be warned that the peter 's favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top , like a salad .",food,positive
864,2081," yes , the prices are high , but i felt it was worth it .",price,conflict
865,533," the large selection of brochettes , Paganini , intermezzi keep the palate from stagnating .",food,positive
866,972," have always found that the waiters will go out of their way to be helpful , despite the fact they are often busy with lots of diners .",service,positive
867,3420," while this is n't classical restaurant fare , the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely indian without being heavy or same old restaurant burn outs .",food,positive
868,2329, the owner truly caters to all your needs .,service,positive
869,1827, he takes real pride in his food and his business .,service,positive
870,1827, he takes real pride in his food and his business .,food,positive
871,692, every time in new york i make it a point to visit restaurant saul on smith street .,anecdotes/miscellaneous,positive
872,217, my boyfriend and i went there to celebrate my birthday the other night and all i can say is that it was magnificent .,anecdotes/miscellaneous,positive
873,878," so if you want a nice , enjoyable meal at montparnasse , go early for the ore theater pix fix .",food,positive
874,878," so if you want a nice , enjoyable meal at montparnasse , go early for the ore theater pix fix .",price,positive
875,2891," over the years , it has always provided a pleasurable dining experience with quality food and wine .",food,positive
876,2673, i would go back tho .,anecdotes/miscellaneous,positive
877,2276," the photobook menu was a cute touch , certainly helped my group and i pick the fried chicken , pork chop , and noodle dishes that we all ordered .",food,positive
878,3199, too large for just two people but nothing was left .,food,positive
879,3414, i can not imagine better indian food in all of the city .,food,positive
880,209, great romantic place for a date ( try to get the corner booth table for a little privacy and to sit close ! ) .,ambience,positive
881,3077, a pleasant surprise .,anecdotes/miscellaneous,positive
882,1228, i asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere !,service,negative
883,3297, if you do n't mind all that noise then go to the chart house .,ambience,conflict
884,1759, we got most of it back at home with us .,anecdotes/miscellaneous,neutral
885,2966, get there before 7pm .,anecdotes/miscellaneous,neutral
886,2077, very good breads as well .,food,positive
887,3554," if this happens , just ask for real naan .",anecdotes/miscellaneous,neutral
888,410, we were fans of the half-price saturday night option until some inedible squid during a recent visit .,food,negative
889,410, we were fans of the half-price saturday night option until some inedible squid during a recent visit .,price,positive
890,202," so , if yo really do n't care who is sitting next to you , which is about 2 inches away , i would say try it .",ambience,conflict
891,3492," pizza is terrific , as is homemade pasta .",food,positive
892,537, definitely a neighborhood favorite .,anecdotes/miscellaneous,positive
893,2439, this is a wonderful place on all stand points especially value ofr money .,price,positive
894,3562, my first encounter happened one friday evening with a friend .,anecdotes/miscellaneous,neutral
895,3280, example is the soup which was about 6 oz for $ 12 dollars and the mushrooms where $ 12 for about oz .,price,positive
896,2189," service is not exactly five star , but thats not really a big deal .",service,conflict
897,3573, there are other people waiting !,service,neutral
898,277," from beginning appetizers , the scallops were incredible , to the delicious chocolate souffle with rasberry mint sorbet , we were delighted by the taste sensations .",food,positive
899,2460, ou must try this restaurant .,anecdotes/miscellaneous,positive
900,952," we left , never to return .",anecdotes/miscellaneous,negative
901,2811, consistently good japanese tapas .,food,positive
902,2024, no apologies during restaurant week .,anecdotes/miscellaneous,negative
903,3020," my goodness , everything from the fish to the rice to the seaweed was absolutely amazing .",food,positive
904,3079," this place started off a little iffy , but is now one of my favorite indian restaurants in nyc ( and i 'm indian , so i should know ) .",anecdotes/miscellaneous,conflict
905,2716, they also do a great job for restaurant week .,anecdotes/miscellaneous,positive
906,746, i went to this restaurant with a woman that i met recently .,anecdotes/miscellaneous,neutral
907,2912," the dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest i 've ever had ) .",food,positive
908,3566, this is where the aforementioned line was .,anecdotes/miscellaneous,neutral
909,1702, the food is reliable and the price is moderate .,food,positive
910,1702, the food is reliable and the price is moderate .,price,neutral
911,199," aside from the bearded , corduroy blazer professor type with the nyu student he 's sleeping with that week , you see a strange mix of hipsters , frat boys , will smith types who need to be told they are black , bitter cougars who cant understand why they arent married yet ... .",ambience,neutral
912,882," while the ambiance and atmosphere were great , the food and service could have been a lot better .",food,negative
913,882," while the ambiance and atmosphere were great , the food and service could have been a lot better .",service,negative
914,882," while the ambiance and atmosphere were great , the food and service could have been a lot better .",ambience,positive
915,2324, we always go there on the weekends and leave extremely full and satisfied .,anecdotes/miscellaneous,positive
916,2524, i dont how this place is still running .,anecdotes/miscellaneous,negative
917,628, the server was really cool and served us our food and drinks with a smile .,service,positive
918,3563, we were in search of food and stumbled on this block of indian restaurants on east sixth street .,anecdotes/miscellaneous,neutral
919,727," planet thailand has always been a hit with me , i go there usually for the sushi , which is great , the thai food is excellent too .",food,positive
920,1925," very excited to hear that short-term chef jason baronet has moved on , he truly was a low point of their sterling track record .",anecdotes/miscellaneous,negative
921,2740, excellent experience .,anecdotes/miscellaneous,positive
922,3422," well worth the trip , close to city hall and downtown subway stops .",anecdotes/miscellaneous,positive
923,3144, i had to share my table with a loud group of kids and the service was rude an inattentive .,service,negative
924,3144, i had to share my table with a loud group of kids and the service was rude an inattentive .,ambience,negative
925,2202, what more could you want ?,anecdotes/miscellaneous,positive
926,618," if you are the type of person who likes being scared and entertained , this is a great place to go and eat .",anecdotes/miscellaneous,positive
927,1919," all in all , i do n't see how you can go wrong .",anecdotes/miscellaneous,positive
928,1487, the sauce on the pizza is sooo good with garlic and fresh tomatoes and they do n't skimp .,food,positive
929,2120," we recently decided to try this location , and to our delight , they have outdoor seating , perfect since i had my yorkie with me .",ambience,positive
930,1868," my husband had the mesclun , salmon , and ice cream and he enjoyed all 3 courses .",food,positive
931,770, we were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call .,anecdotes/miscellaneous,neutral
932,2205, the food is usually good but it certainly is n't a relaxing place to go .,food,positive
933,2205, the food is usually good but it certainly is n't a relaxing place to go .,ambience,negative
934,948, i 'm told that it is open 24hrs which is good .,anecdotes/miscellaneous,positive
935,1940," super friendly and knowledgable staff , fabulous bistro fare and a wonderful jazz brunch with great live jazz ( the chilaquiles were awesome !",food,positive
936,1940," super friendly and knowledgable staff , fabulous bistro fare and a wonderful jazz brunch with great live jazz ( the chilaquiles were awesome !",service,positive
937,1940," super friendly and knowledgable staff , fabulous bistro fare and a wonderful jazz brunch with great live jazz ( the chilaquiles were awesome !",ambience,positive
938,2451, the prices were fantastic .,price,positive
939,56, what a great place !,anecdotes/miscellaneous,positive
940,1632," still , any quibbles about the bill were off-set by the pour your own measures of liqueurs which were courtesy of the house ...",food,positive
941,1632," still , any quibbles about the bill were off-set by the pour your own measures of liqueurs which were courtesy of the house ...",price,conflict
942,1961," the table service could have been a little more attentive but as someone who also works in the service industry , i understood they were busy .",service,conflict
943,710," it 's not mind-blowing , but to me , thai food never is and never will be .",food,neutral
944,911," food was very good as well , considering that we tried the budget selection ( though i wish the pork belly that i ordered was roasted a bit longer , so that fat was more of a melt in your mouth experience ) .",food,conflict
945,3607," although , one night we went it was super cheesy , and another night it was less cheesy .",food,conflict
946,1955," even though it is a little loud , you do n't have to yell at each other to talk .",ambience,conflict
947,2903," i 've been to sapphire twice and both times the food was fine , if not good .",food,positive
948,1887, it is kinda nosy and the tables are close together but it 's still a beautiful place to enjoy a nice dinner .,ambience,conflict
949,3495, was surprisingly disappointed .,anecdotes/miscellaneous,negative
950,1273, i love the fact that the pizza tastes so good and is so cheap .,food,positive
951,1273, i love the fact that the pizza tastes so good and is so cheap .,price,positive
952,590, nicky the nose at the bar is a treat .,service,positive
953,762, i went to ruby foo 's after work with a group of 6 .,anecdotes/miscellaneous,neutral
954,3374, i 'm amazed we have n't been kicked out of this place yet .,anecdotes/miscellaneous,neutral
955,179," service was prompt , friendly and great .",service,positive
956,109," i have n't eat a lamb chop as delicious as that , the salads are really nice dressed with lemon and extra virgin olive oil .",food,positive
957,339, the sushi was awful !,food,negative
958,489, katz 's has been a nyc original for over 100 years .,anecdotes/miscellaneous,positive
959,2487, you can get an excellent meal at most of the many indian restaurants on nearby lexington avenue for the cost of one the dainty dishes here .,price,negative
960,499," the pastrami sandwich was like butt ah and with pickles and an icy cold beer to wash it down , it was a pleasurable experience .",food,positive
961,2589, the plain pizza was soggy and the creative wild mushroom ( third generation fornicator ) pizza we had was drenched with truffle oil in the middle ( again making it soggy ) and nothing on the rest .,food,negative
962,3701," late nite omelets are not good here , there is no variety !",food,negative
963,381, everything at sala thai is tasty and well portioned .,food,positive
964,3050," after all that , they complained to me about the small tip .",service,negative
965,1185, it 's a great place to pick up a cheap lunch or dinner .,price,positive
966,1555," behind this counter , two men are squeezed in .",ambience,negative
967,1112, great find ! ! !,anecdotes/miscellaneous,positive
968,3368," if only they delivered , they 'd make a mint !",anecdotes/miscellaneous,positive
969,1032," whenever you need a sushi fix , mizu will be there with quality fish and great service .",food,positive
970,1032," whenever you need a sushi fix , mizu will be there with quality fish and great service .",service,positive
971,1124," our waitress was sweet and accomodating , not overbearing .",service,positive
972,1663, went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them .,service,negative
973,1690, i was really disappointed ant wanted to tell everyone not to go eat or even take out food from there .,anecdotes/miscellaneous,negative
974,788, the website and rating makes this place look wonderful but in reality it was very disappointing .,ambience,conflict
975,788, the website and rating makes this place look wonderful but in reality it was very disappointing .,anecdotes/miscellaneous,conflict
976,1780," despite a slightly limited menu , everything prepared is done to perfection , ultra fresh and a work of food art .",food,conflict
977,742, the outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful .,ambience,positive
978,1471," a large is $ 20 , and toppings are about $ 3 each .",price,negative
979,1789," in any event , this is a place i 'll be sure to stop by again when i 'm in this part of town .",anecdotes/miscellaneous,positive
980,2751, i definitely would n't go back .,anecdotes/miscellaneous,negative
981,1189, it is not worth for that bucks .,price,negative
982,3352, brick oven gallery is my pick for best pizza restaurant anywhere .,anecdotes/miscellaneous,positive
983,3315, add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .,food,positive
984,3315, add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .,price,positive
985,3315, add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .,service,positive
986,3393," for many people , this may not seem like authentic thai food because most places in nyc arent quite authentic .",food,negative
987,2157," growing up in ny , i have eaten my share of bagels .",anecdotes/miscellaneous,neutral
988,3018," oh , do n't even let me start with how expensive the bills were !",price,negative
989,1401, a hearty two thumbs up !,anecdotes/miscellaneous,positive
990,257, the scallion pancakes and fried dumplings were nothing out of the ordinary .,food,neutral
991,813," all the appetizers and salads were fabulous , the steak was mouth watering and the pasta was delicious ! ! !",food,positive
992,2862," besides having the table we had been promised given to other restaurant patrons twice before we were actually seated , we were served dishes we had n't ordered three times , received one of our orders 20 minutes after the rest of the table had been served ( and that order was undercooked ) , and charged $ 45 more than we should have been on our bill .",service,negative
993,2862," besides having the table we had been promised given to other restaurant patrons twice before we were actually seated , we were served dishes we had n't ordered three times , received one of our orders 20 minutes after the rest of the table had been served ( and that order was undercooked ) , and charged $ 45 more than we should have been on our bill .",price,negative
994,3292, service is top notch .,service,positive
995,3343, the food now is inconsistent .,food,negative
996,3045, all pretty good .,anecdotes/miscellaneous,positive
997,3135," you can also special order any kind of dumpling , etc .",anecdotes/miscellaneous,positive
998,3391, you guys rock .,anecdotes/miscellaneous,positive
999,3651, chance is a joke .,anecdotes/miscellaneous,negative
1000,2018, i was pretty much full after our fondue appetizer .,food,positive
1001,2018, i was pretty much full after our fondue appetizer .,anecdotes/miscellaneous,positive
1002,3551, be careful before you request extra spice .,food,neutral
1003,2355, the octopus eaters were floored by the octopus salad .,food,positive
1004,3178, we thought that this place is using too much of msg cooking in the foods .,food,negative
1005,586, i was at rao 's last wed .,anecdotes/miscellaneous,neutral
1006,2211, and the tom kha soup was pathetic .,food,negative
1007,2317, i started out with a bombay beer which was big enough for two .,food,positive
1008,175," the decor is vibrant and eye pleasing with several semi-private both on the right side of the dining hall , which are great for a date .",ambience,positive
1009,1609, service was quick .,service,positive
1010,2706, tends to turn people away .,anecdotes/miscellaneous,negative
1011,1860, we thought this a prelude to what the evening will be like .,anecdotes/miscellaneous,neutral
1012,961," i was turned on to this restaurant by a fellow foodie friend of mine , and have been going back regularly ever since .",anecdotes/miscellaneous,positive
1013,1057, drawbacks : service is slow and they do n't toast !,service,negative
1014,3188, went there for an office lunch .,anecdotes/miscellaneous,neutral
1015,65, i have been doing all of the above at the heartland brewery for over 5 years now and i have never been disappointed !,anecdotes/miscellaneous,positive
1016,2735," everytime i decide to try another place on the ues , i get angry that i did n't just go to zucchero commodore .",anecdotes/miscellaneous,conflict
1017,2882, the sweet lassi was excellent as was the lamb chettinad and the garlic naan but the taramasalata was forgettable .,food,conflict
1018,1948," we 've been following chef lyle 's food around new york for 15 years and while remaining classic , his innovations with bistro fare have made us return and return .",food,positive
1019,2041, the best thing i tasted were the lamb chops .,food,positive
1020,1046, it 's delicious !,food,positive
1021,1656, the spicy tuna and salmon are the best we 've ever had .,food,positive
1022,3440," even though its good seafood , the prices are too high .",food,positive
1023,3440," even though its good seafood , the prices are too high .",price,negative
1024,870," in addition , the food is very good and the prices are reasonable .",food,positive
1025,870," in addition , the food is very good and the prices are reasonable .",price,positive
1026,2986," upon entering , we were greeted by the owners , steven and frederick , who went out of their way to be more than gracious hosts .",service,positive
1027,288," if you live outside the neighborhood , do n't bother !",anecdotes/miscellaneous,negative
1028,284, been going here since it opened have seen the quality value decrease considerably .,anecdotes/miscellaneous,negative
1029,3418," meat dishes now adorn the selections , although there 's still a large number of vegetarian friendly choices .",food,neutral
1030,3358, i never had anything i did n't like here .,anecdotes/miscellaneous,positive
1031,83, reasonable prices .,price,positive
1032,2940, they bring service up a notch by offering complementary amuse bouche to all tables and gave us a small dessert for our celebration .,service,positive
1033,2141," try the crunchy tuna , it is to die for .",food,positive
1034,1854, it wo n't break the bank but i also wouldnt come back for the food .,food,negative
1035,1854, it wo n't break the bank but i also wouldnt come back for the food .,price,conflict
1036,396," all in all , this midtown gem instantly became one of my favorite sushi restaurants in the city .",anecdotes/miscellaneous,positive
1037,3471, i 've been to joya twice and i will never go again .,anecdotes/miscellaneous,negative
1038,3577, so rushing us out was absolutely unnecessary !,anecdotes/miscellaneous,negative
1039,2283, however it is the only taiwanese restaurant in town .,anecdotes/miscellaneous,neutral
1040,614, it is a lot of fun with live entertainment and all kinds of disney type special effects .,ambience,positive
1041,3012," if you 're looking for perfect traditional sushi , go here - if you 're looking for interesting combinations , try sushi of gari 's ( east side ) .",food,positive
1042,2621," no refills on fountain drinks , though .",food,negative
1043,605, wow over 100 beers to choose from .,food,positive
1044,2017, be careful of portions - they 're huge .,food,positive
1045,2974," the steak tartare is a great bet , they fix it for you at the table .",food,positive
1046,2456, my first time there i happened not to like the crab croquette apt that i ordered and they were happy to change it for me without making no big deal .,service,positive
1047,2456, my first time there i happened not to like the crab croquette apt that i ordered and they were happy to change it for me without making no big deal .,food,negative
1048,25, great for large groups and celebrations - our super happy waiter was the entertainment of the evening .,service,positive
1049,25, great for large groups and celebrations - our super happy waiter was the entertainment of the evening .,anecdotes/miscellaneous,positive
1050,520, did i mention the wine ?,food,neutral
1051,3383," plus , on wednesday nights the house wine is unlimited !",food,positive
1052,2186, it is by far my favorite restaurant in brooklyn .,anecdotes/miscellaneous,positive
1053,3478, now it 's so crowded and loud you ca n't even talk to the person next to you .,ambience,negative
1054,1283, love pizza 3,anecdotes/miscellaneous,positive
1055,3411, even my indian friend could n't believe how good and tasty everything was .,food,positive
1056,3221," i 'm from england , and haru 's was the best i had in nyc .",anecdotes/miscellaneous,positive
1057,1923, less = more in their case .,anecdotes/miscellaneous,positive
1058,756, ruby foo 's is a tourist trap .,anecdotes/miscellaneous,negative
1059,1194, i 've been here a couple of times and have not been impressed .,anecdotes/miscellaneous,negative
1060,3372, i 've been many time and have never been disappointed .,anecdotes/miscellaneous,positive
1061,123, ciao bella,anecdotes/miscellaneous,neutral
1062,2522, like saying her bread comes from a special bakery when we have seen her buying it downtown Manhattan .,food,negative
1063,2522, like saying her bread comes from a special bakery when we have seen her buying it downtown Manhattan .,service,negative
1064,2386, the dim sum servings here are a bit larger than i 'm used to .,food,neutral
1065,3332," however , in the summer of 2003 , it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup .",service,neutral
1066,3332," however , in the summer of 2003 , it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup .",ambience,negative
1067,717, we wo n't go to this place again for a good meal .,food,negative
1068,680, it 's a much more grown up restaurant compared to the rest of the street .,ambience,neutral
1069,1345," barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed , however herb mix or other sauce would have done much to enhance .",food,conflict
1070,3013, we were treated with attitude ever since the moment we stepped into the restaurant !,service,negative
1071,1159," after dinner , take your date to the huge dance floor , probably one of the biggest you 'll see in ny .",ambience,positive
1072,3547, taj mahal offered gret value and great food .,food,positive
1073,3547, taj mahal offered gret value and great food .,price,positive
