id,text,aspect,polarity
1102,much of the time it seems like they do not care about you .,service,negative
1777,wont come back again for sure !,anecdotes/miscellaneous,negative
3480,get it together .,anecdotes/miscellaneous,negative
2947,this place was not all that !,anecdotes/miscellaneous,negative
2961,"fresh , authentic , french cuisine in substantial portions .",food,positive
3238,"but on a lazy saturday night , we ended up going .",anecdotes/miscellaneous,neutral
517,"three page wine menu , one page entree and horrendous .",food,positive
3605,"interesting selection , good wines , service fine , fun decor .",ambience,positive
2823,"i highly recommend cafe st. bart 's for their food , the ambience and wonderful service .",food,positive
2450,we had the pot stickers which were great and a tempura dish that was great .,food,positive
2968,"nice ambiance , nice little bar , good bartender , francois , and good service .",ambience,positive
3482,i had been a regular due to the consistently good food and ease of getting a table .,food,positive
2452,"the seating was if they were trying to get the maximum amount of people into the restaurant , so be nice to your neighbor when you dine here .",ambience,negative
2979,the food was actually awful .,food,negative
408,the rice to fish ration was also good -- they did n't try to over pack the rice .,food,positive
1200,"if the omakase is to showcase technique and variety , serving almost 40 % of items bbl ed and a spicy tuna roll wrapped with not so fresh nori seems to be a rather limp performance .",food,negative
165,"in terms of the food itself -- nothing special , we limited ourselves to several appetizers .",food,neutral
3365,the jukebox plays everything from italian opera to the strokes .,ambience,neutral
2983,"nice atmosphere , the service was very pleasant and the desert was good .",food,positive
666,"great service , great food .",food,positive
1068,they even scoop it out nice ( for those on a diet ) not too much not to little .,service,positive
2225,"the place is a little tight and on a cold day , the seating by the entranceway can be pretty drafty .",ambience,negative
2468,"i do n't like indian food too much and this was delicious , however you want to factor that into the equation .",food,positive
439,some baby pizzas get their wish .,food,neutral
2024,no apologies during restaurant week .,anecdotes/miscellaneous,negative
3241,but the main hit was the whole grilled fish .,food,positive
2391,nevertheless the food itself is pretty good .,food,positive
2967,"good french restaurant in an area devoid of decent restaurants unless you 're into eating 4 pound pastrami sandwiches at katz ' deli , or mexican food which is supplied by capable restaurants .",anecdotes/miscellaneous,positive
236,i visit new green bo when i have money or when i am broke .,price,neutral
1566,"just straight up cheap , good food .",food,positive
1213,i am relatively new to the area and tried pick a gel on 2nd and was disappointed with the service and i thought the food was overate and on the pricey side .,food,negative
151,"however , if you want great food at a great price and do n't mind the decor , you ca n't beat this place .",food,positive
2939,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it .,price,positive
2511,"whoever the jazz duo was , they were on point .",ambience,positive
689,"saul is pretty good , but definitely not great .",food,positive
625,we had a great time at the jekyll and hyde pub last night .,anecdotes/miscellaneous,positive
780,"overall , wort every penny .",price,positive
2387,several of the dim sum orders had about 6-8 pieces .,food,neutral
1748,great pizza and fantastic service .,food,positive
1148,"not only would i not recommend jimmy 's restaurants to friends , i would strongly suggest they go anywhere but .",anecdotes/miscellaneous,negative
2954,the neighborhood was nice though so check out another restaurant instead .,anecdotes/miscellaneous,negative
2722,you can not go wrong at the red eye grill .,anecdotes/miscellaneous,positive
3076,cute and decorative .,ambience,positive
1976,finally !,anecdotes/miscellaneous,positive
739,"the food came out wrong , the waiter was no where to be found and the wine showed up at the end of the meal .",service,negative
2903,"i 've been to sapphire twice and both times the food was fine , if not good .",food,positive
3380,"while the prices are nothing special , the portions are huge .",food,positive
3184,the thai food is good .,food,positive
3562,my first encounter happened one friday evening with a friend .,anecdotes/miscellaneous,neutral
1171,never in my life did i think that i could be satisfied both in taste and in quantity for $ 3.00 in nyc .,food,positive
3679,i loved this place ! !,anecdotes/miscellaneous,positive
34,"we were still sitting at the bar while we drank the sangria , but facing away from the bar when we turned back around , the $ 2 was gone the people next to us said the bartender took it .",anecdotes/miscellaneous,negative
270,"from the incredible food , to the warm atmosphere , to the friendly service , this downtown neighborhood spot does n't miss a beat .",service,positive
974,"i 've been to this restaurant more than a dozen times and when i 'm craving for pho , lemon grass chicken or beef cube on rice , this is the place to go .",food,positive
2323,excellent lunch buffet for only $ 6.95 .,price,positive
1180,"go , go , hurry , before everyone finds out about it .",anecdotes/miscellaneous,positive
322,went inside and i started to get excited .,anecdotes/miscellaneous,positive
1436,"my picks : guizhou chicken , fish with hot bean source , fish fillet in spicy source ( special menu ) .",food,positive
503,"service was excellent , and the ac worked very well too ( thank god , it was hot ! ) .",service,positive
2491,"aside from the rushed service , we were very impressed with the food and the drinks .",service,negative
3496,pizza was a little soggy .,food,negative
1602,"service is great , takeout is good too .",service,positive
1738,great staff .,service,positive
2879,"the service is friendly , if not the most prompt in the world , the food is great , and the prices , while not cheap , wo n't put your wallet out of commission .",service,positive
3667,"but when you are seated the waitresses are great , they explain everything on the menu , and the price of the food is really cheap for the service you get .",service,positive
216,i recommend that you try this hidden spot which will surely blowup very soon,anecdotes/miscellaneous,positive
2053,overall a oh ya even though there is waiting it is def worth it,anecdotes/miscellaneous,positive
1767,fish is so very fresh .,food,positive
3377,"then , get ripped on free box wine .",food,positive
1563,authentic pakistani food .,food,positive
3640,we would return to this place again !,anecdotes/miscellaneous,positive
1631,the wine list is extensive and can easily hike up an otherwise reasonably priced meal .,price,positive
3645,good for dates or with friends .,anecdotes/miscellaneous,positive
3165,now if they could only get a toaster .,anecdotes/miscellaneous,negative
1456,"you can certainly find restaurants that offer a superior fine dining experience , but for superb food at reasonable prices , la villa ca n't be beat .",price,positive
2479,we visited bread bar during january restaurant week and were so pleased with the menu selections and service .,service,positive
3277,we just ate at kai and were disappointed .,anecdotes/miscellaneous,negative
1086,you can even get packages of the chutneys to stock your fridge !,food,positive
2740,excellent experience .,anecdotes/miscellaneous,positive
2551,highly highly highly recommended !,anecdotes/miscellaneous,positive
1894,the place is a bistro which means : simple dishes and wine served efficiently in a bustling atmosphere .,food,positive
2922,prices too high for this cramped and unappealing restaurant .,price,negative
2332,great food and the prices are very reasonable .,food,positive
592,i ca n't wait for the nex time .,anecdotes/miscellaneous,positive
3082,"if you were there when it first opened , give this restaurant a second chance .",anecdotes/miscellaneous,positive
3190,there is a lot of variety even for people who eat vegetarian like me .,food,positive
3460,"the freshest , best variety , and the fastest delivery .",food,positive
3248,"the crispy chicken was n't for us , though .",food,negative
3441,the lobster sandwich is $ 24 and although it was good it was not nearly enough to warrant that price .,price,negative
2747,their tuna tartar appetizer is to die for .,food,positive
231,i went there in late afternoon for some bite size food and refreshment with my date .,anecdotes/miscellaneous,neutral
1484,try it side by side and there 's no comparison .,anecdotes/miscellaneous,positive
1765,allover this place .,anecdotes/miscellaneous,positive
305,the sushi is also great !,food,positive
1574,this place is so much fun .,anecdotes/miscellaneous,positive
1923,less = more in their case .,anecdotes/miscellaneous,positive
1894,the place is a bistro which means : simple dishes and wine served efficiently in a bustling atmosphere .,ambience,positive
400,"if you 're in town , it 's worth searching for another place .",anecdotes/miscellaneous,negative
705,"just because it 's cheap does not mean the portions are small or the food is nasty , it is great !",price,positive
199,"aside from the bearded , corduroy blazer professor type with the nyu student he 's sleeping with that week , you see a strange mix of hipsters , frat boys , will smith types who need to be told they are black , bitter cougars who cant understand why they arent married yet ... .",ambience,neutral
3003,the fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef ( usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt ) .,food,positive
2382,if you have a dumpling fetish i suggest you try some here !,food,positive
66,all the people that i bring there go back on their own and bring their friends !,anecdotes/miscellaneous,positive
2459,i got enough reasons to keep coming back ! ! !,anecdotes/miscellaneous,positive
497,i knew upon visiting nyc that i wanted to try an orginal deli .,anecdotes/miscellaneous,neutral
901,the photos of the restaurant in its web site are way better than the real look .,ambience,negative
150,it 's definately not a place to go if you want to impress someone .,anecdotes/miscellaneous,negative
968,"top spot in town for vietnamese classics , better than places that cost a lot more .",price,positive
1971,the sides were ok and incredibly salty .,food,negative
1031,"you do n't go to mizu for excellent service , you go for the large amounts of food , the amiable atmosphere , and the hole-in-the-wall feeling of the place .",service,negative
3644,go here .,anecdotes/miscellaneous,positive
3102,the drinks are amazing and half off till 8pm .,price,positive
40,"my turkey burger was not cooked at all , my friends salmon was completely raw .",food,negative
2741,"service was warm and attentive , beef Carpathian was excellent ( huge portion ) and pasta was fresh and well-prepared .",food,positive
2795,priced at upper intermediate range .,price,negative
3439,the only fallback on this restaurant is the prices .,price,negative
1956,"if you 're looking for a great meal at a decent price , go to del frisco 's !",price,positive
1096,this is definitely an excellent date spot because of the ambiance and on the weekends the night scene is more than alive .,ambience,positive
2497,"the pad thai is excellent here , as well .",food,positive
2214,i came into the city to try out this restaurant because a friend had recommended it to my husband .,anecdotes/miscellaneous,neutral
637,"warm , comfortable surroundings , nice appointments ( witness the etched glass and brickwork separating the dining rooms ) .",ambience,positive
818,the place itself is beautiful the bar scene seems to be happening .,ambience,positive
139,the food here does a great service to the name ( cantonese that is ... ) .,food,positive
847,"looking around , i saw a room full of new yorkers enjoying a real meal in a real restaurant , not a clubhouse of the fabulous trying to be seen .",ambience,positive
1839,food is great and inexpensive .,food,positive
1687,the dish had like 6 pieces of beef in it .,food,neutral
3227,it is the best deal in town for a monday night dinner at a fine restaurant .,price,positive
2943,"yeah , it 's that good .",anecdotes/miscellaneous,positive
1194,i 've been here a couple of times and have not been impressed .,anecdotes/miscellaneous,negative
937,incredibly poor service an food quality at exorbitant prices .,food,negative
1357,total hipster wannabe attitude in an otherwise sweet spot .,service,negative
483,"while there are plenty of places to go for a good corned beef sandwich , katz 's has a charm about it .",food,positive
2994,"kind , attentive wait staff .",service,positive
3088,the Amaterasu ' and Bombay cosmopolitan ' are excellent and will have you tipsy in no time .,food,positive
1985,"even with a relatively inexpensive bole of wine , if you can call $ 70.00 inexpensive , the cost is through the roof for better than average fare .",price,negative
1598,would definitely go back again .,anecdotes/miscellaneous,positive
2215,"the ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .",ambience,positive
649,"when my husband and go there , we spend $ 60.00 ( have lobster tails ummmmm need i say more ) i ca n't say any more , it a place you 'll never forget if you never go , you 'll miss a meal of your life time",price,positive
3542,maybe it was just an unintentional mistake but i 've experienced the same with other restaurants so i do n't appreciate such practice .,anecdotes/miscellaneous,negative
3433,would recommend this place as a good date spot if you do n't want to drop a ton of cash .,anecdotes/miscellaneous,positive
1792,the staff ignored my friends and i the entire time we were there .,service,negative
3419,"southern indian cuisine is still there , too .",food,neutral
1652,"otherwise , this place has great service and prices and a nice friendly atmosphere .",ambience,positive
51,heartland brewery is by far one of the best places in nyc to make new friends and catch up with old ones .,anecdotes/miscellaneous,positive
2443,"great food ( spinach and corn dumplings and Maupassant curry ) , very friendly and no nonsense service and a clean and funky bathroom .",food,positive
685,"not sure where the previous reviewer , link , dined , but saul is in a great neighborhood and has great food !",ambience,positive
2846,"not only was the food outstanding , but the little perks ' were great .",service,positive
2843,from the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender clandestine entree to a dessert that i ca n't remember because of the fabulous cakebread cabernet we were drinking -- the whole evening was amazing .,food,positive
56,what a great place !,anecdotes/miscellaneous,positive
2337,kinda also offers prix fixe lunch and buffet .,food,neutral
44,but this place is a well-oiled machine so they know what they 're doing .,anecdotes/miscellaneous,positive
584,rao 's has the best service and atmosphere in nyc .,service,positive
2871,"leon is an east village gem : casual but hip , with well prepared basic french bistro fare , good specials , a warm and lively atmosphere .",ambience,positive
1646,highly recommended is the spicy fried clam rolls and spider rolls .,food,positive
132,"they have it all -- great price , food , and service .",food,positive
633,we were n't !,anecdotes/miscellaneous,neutral
3322,he offers subpar service and has no personality .,service,negative
981,"nha trang , while being notorious for utter lack of comfort and decor , horribly slow wait staff and horribly quick meals , is one of the best vietnamese restaurants i 've ever been to . the pho is delicious and comes with very fresh vegetables .",ambience,negative
959,the service was friendly and the atmosphere was casual .,service,positive
3353,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes , however be warned that the peter 's favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top , like a salad .",food,positive
642,enjoy ! ! !,anecdotes/miscellaneous,positive
809,would have rather tried terrace in the sky or water club for that price,price,negative
1905,will give it another chance before i write it off .,anecdotes/miscellaneous,neutral
3599,the pizza was delivered cold and the cheese was n't even fully melted !,food,negative
647,"the food is spectacular , from the appetizers to the main course , and then of course the desserts , ( wow ) you 'll need no more .",food,positive
1551,"since it literally is a complete hole in the wall , it 's a bit intimidating at first , but you get over that very quickly as soon as the friendly staff welcomes you - do n't hesitate to ask for help with what to get .",service,positive
617,i am going to the mid town location next .,anecdotes/miscellaneous,neutral
1158,"good food at the restaurant ( a bit expensive , but great if you want to impress your date ) .",price,negative
568,"to my right , the hostess stood over a busboy and hissed rapido , rapido as he tried to clear and re-set a table for six .",service,negative
504,"decor is nice and minimalist , food simple yet very well presented and cooked , and the wine list matches the food very well .",food,positive
472,"after complaining about the chicken dish , the manager came over to tell us that , no one had ever complained before , and that we just did n't know what the dish was supposed to taste like .",service,negative
582,i have been to rao 's probably 15 times the past 3 years and it keeps getting better .,anecdotes/miscellaneous,positive
2401,i love this place .,anecdotes/miscellaneous,positive
2052,def recommend bukhara they also have opened two new locations guess ill try them out .,anecdotes/miscellaneous,positive
3139,"where tanks in other chinatown restaurants display a lurking myriad of sad looking marine life in their murky waters , the tanks at ping 's are clear as glass with healthy looking creatures who do not yet know that they will be part of some dim sum lover 's brunch .",ambience,positive
952,"we left , never to return .",anecdotes/miscellaneous,negative
985,also make sure you pay attention to the music being piped in - quite a weird selection .,ambience,neutral
46,the food is above average for midtown and slightly better than some of the other heartland breweries in the city .,food,positive
3230,"the seafood is amazing , there 's a good wine list , and the ever-changing menu always offers some great surprises .",food,positive
1033,delivery is fast too .,service,positive
2137,"the chicken pot pie is exceptional , the cheeseburger huge and delectable , and the service professional wan warm .",food,positive
3442,we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation .,service,positive
2739,i 'm partial to the gnocchi .,food,positive
2757,no thanks ! ! !,anecdotes/miscellaneous,negative
1010,and the bill was outrageous .,price,negative
3169,also a little more expensive than your average bagel place .,price,negative
603,the service was attentive and her suggestions of menu items was right on the mark .,service,positive
2974,"the steak tartare is a great bet , they fix it for you at the table .",food,positive
1597,"quality ingredients preparation all around , and a very fair price for nyc .",food,positive
939,the food was authentic .,food,positive
2349,i ate clams oregano and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil .,food,positive
2094,tasty but expensive .,price,negative
3694,black white shakes came out good also .,food,positive
2978,"have recommended the place to friends , always gets good response .",anecdotes/miscellaneous,positive
247,lived in shanghai most of my life and thought the food was comparable to the flagship green bo restaurant there .,anecdotes/miscellaneous,neutral
2910,i 've lived in ny for 5 years and this place has it all .,anecdotes/miscellaneous,positive
1379,"to me it exemplifies soho , cute , artsy , interesting .",ambience,positive
876,"when we left at 8:00 pm , it was packed and noisy .",anecdotes/miscellaneous,neutral
2473,they are amazing !,anecdotes/miscellaneous,positive
2177,so gargantuan that you ca n't fit them in a toaster .,food,positive
938,"i found the food , service and value exceptional everytime i have been there .",price,positive
3268,the ambience is very calm and quiet .,ambience,positive
832,we were exploring grand central and did n't want to eat in the food court .,anecdotes/miscellaneous,neutral
2901,"while the $ 20 entree range is not overly expensive , in new york city , there is definitely better food in that range , and so sapphire , despite it 's lovely atmosphere , will most likely not be a restaurant to which i will return .",anecdotes/miscellaneous,negative
3525,the staff is very attentive and we can almost always get a table .,service,positive
2078,i recently went to this restaurant with some co-workers for lunch and had an amazing time .,anecdotes/miscellaneous,positive
2164,we were not disappointed in the least bit by this little gem .,anecdotes/miscellaneous,positive
2282,you fellas above says its the best taiwanese restaurant in town .,anecdotes/miscellaneous,neutral
1932,i highly recommend the restaurant based on our experience last night .,anecdotes/miscellaneous,positive
1893,the fries are yummy .,food,positive
2119,my roommate and i love this place .,anecdotes/miscellaneous,positive
1038,"the service was mediocre , and the lack of air conditioning made for a less than comfortable meal .",service,neutral
1323,the music is the best among all the indian restaurants i have visited .,ambience,positive
2394,until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating .,service,negative
2328,great indian food and the service is incredible .,service,positive
3252,walk ins are risky too .,anecdotes/miscellaneous,negative
1046,it 's delicious !,food,positive
2099,worth a visit .,anecdotes/miscellaneous,positive
686,i 've been there three times and have always had wonderful experiences .,anecdotes/miscellaneous,positive
2209,"this place is really trend but they have forgotten about the most important part of a restaurant , the food .",anecdotes/miscellaneous,positive
998,the restaurant looks out over beautiful green lawns to the hudson river and the statue of liberty .,ambience,positive
2240,the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals .,food,positive
385,i really liked this place .,anecdotes/miscellaneous,positive
1527,we spent 50 $ $ definitely will come back with my friends ! ! !,price,positive
2548,"pizza and garlic knots are great as well , i order from them quite often and the delivery is always super quick !",service,positive
2594,"conveniently located too , being right on bedford ave .",anecdotes/miscellaneous,positive
77,i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna .,service,positive
2655,they could n't even make a salad that was appealing .,food,negative
2308,i heartily recommend .,anecdotes/miscellaneous,positive
3454,"we started with lox and mussels ( the best ive ever had , ever ) and had the cod and trout for dinner .",food,positive
2802,good for casual dinner with jeans and sneakers .,anecdotes/miscellaneous,positive
3457,from the moment we walked in they were more than accomodating even though the place was packed .,service,positive
1651,the catch is that you are charged extra for anything that you leave on your plate so do n't be a greedy pig !,price,negative
3267,"if you are someone who appreciates the same things but hope to have food to spare or share , kai may not be the best option .",food,neutral
783,i 've always been seated promptly .,service,positive
409,we took advantage of the half price sushi deal on saturday so it was well worth it .,price,positive
1931,truly the mark of an attentive waiter .,service,positive
1638,the prices are exceptionally reasonable for food of this caliber .,food,positive
759,"for great chinese food nearby , you have wu liang ye and grand sichuan just a block away .",food,positive
280,the food is delicious and beautifully prepared along with the friendly and personable service .,service,positive
1721,"as a retired hipster , i can say with some degree of certainty that for the last year lucky strike has been the best laid-back late night in the city .",anecdotes/miscellaneous,positive
2088,decor leaves something to be desired .,ambience,negative
1973,"the overall price tag was very very expensive , something i did expect .",price,negative
2411,"however , their popularity has yet to slow down , and i still find myself drawn to their ambiance and delectable reputation .",anecdotes/miscellaneous,positive
3278,"the food was not very tasty , the portions were tiny even for such a high quality restaurant .",food,negative
694,i had the duck breast special on my last visit and it was incredible .,food,positive
3012,"if you 're looking for perfect traditional sushi , go here - if you 're looking for interesting combinations , try sushi of gari 's ( east side ) .",food,positive
634,the prices were cheap compared to the quality of service and food .,price,positive
2767,"whether it 's the Parmesan porcini souffle or the lamb glazed with balsamic vinegar , you will surely be transported to northern italy with one bite .",food,positive
1408,it 's a rather cramped and busy restaurant and it closes early .,ambience,negative
2198,faan is sooo good .,anecdotes/miscellaneous,positive
3662,the service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura .,service,positive
3147,i was very disappointed with this restaurant .,anecdotes/miscellaneous,negative
3467,no you 're going to go back because the food was good .,anecdotes/miscellaneous,positive
2901,"while the $ 20 entree range is not overly expensive , in new york city , there is definitely better food in that range , and so sapphire , despite it 's lovely atmosphere , will most likely not be a restaurant to which i will return .",food,negative
1508,"they did give a 15 % discount at the end , was n't enough , as they knew the service was horrible .",service,negative
1045,make sure you have the spicy scallop roll .,food,positive
3290,i had a great experience .,anecdotes/miscellaneous,positive
3211,"after 2 tries by the waiter to take it away ( we had n't even looked at it yet , we had full beers yet to drink ) , the manager approached and told us they needed the table for people with reservations .",service,negative
737,"this restaurant is not worth the time , effort , or money to say the least .",price,negative
1804,i agree .,anecdotes/miscellaneous,neutral
121,i pray it stays open forever .,anecdotes/miscellaneous,positive
1315,amma has the worst value for money i have experienced in nyc over the past 2 years .,price,negative
1770,honestly the worst sushi my husband and i had in our entire lives .,food,negative
3535,"the decor is dark , cool and soothing , while the food 's presentation is spectacular , considering the low prices .",price,positive
2665,this place is to be avoided .,anecdotes/miscellaneous,negative
476,is just the way it was in days gone by .,anecdotes/miscellaneous,neutral
880,"after hearing a lot of great things about the restaurant , and passing by it on a daily basis , we decided to try .",anecdotes/miscellaneous,neutral
1358,really tasty spring rolls and noodles for a good price though .,food,positive
1193,that 's why you have to pay more for that .,anecdotes/miscellaneous,neutral
925,the service was attentive .,service,positive
2314,the service was great as well .,service,positive
1597,"quality ingredients preparation all around , and a very fair price for nyc .",price,positive
297,and at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water .,food,negative
1197,"had we been stalling i could understand where they were coming from , but we had been there less than an hour and they had n't even brought us a check yet !",service,negative
495,"if you are a carnivore , come hungry and you will leave more satisfied than you have ever been .",anecdotes/miscellaneous,positive
2746,i 've never had bad service and the fish is fresh and delicious .,food,positive
404,this is the first time citysearch didn't call it right .,anecdotes/miscellaneous,neutral
543,and when i visit her i make it a point to eat at lino at least once daily if not once for the whole trip .,anecdotes/miscellaneous,positive
1922,"granted the space is smaller than most , it is the best service you will find in even the largest of restaurants .",service,positive
537,definitely a neighborhood favorite .,anecdotes/miscellaneous,positive
1571,it is very overpriced and not very tasty .,price,negative
3086,"while the place is not a hotspot hangout , the drinks are unique and pack a lot of bang for the buck .",price,positive
2596,i will definitely be going back .,anecdotes/miscellaneous,positive
1668,should you happen to be impressed by the cuisine definitely try it .,food,positive
1093,"we try frequenting new restaurants all over the city , but any time that we visit a restaurant other than roth 's we are always disappointed .",anecdotes/miscellaneous,neutral
1798,the last time i went we were seated at a table in a corridor next to the kitchen .,anecdotes/miscellaneous,negative
1587,the best place to bring kids or any friends who want to do something different .,anecdotes/miscellaneous,positive
1304,"we actually gave 10 % tip ( which we have never done despite mediocre food and service ) , because we felt totally ripped off .",price,negative
2567,great value for the quality ingredients .,price,positive
1206,the place is small and cramped but the food is fantastic .,food,positive
3693,"otherwise , good stuff for late nite eats .",food,positive
2900,"the beverages were excellent , and the dessert was good .",food,positive
200,just an odd group .,anecdotes/miscellaneous,neutral
426,"toons has recently been redone , so it 's now a very attractive space .",ambience,positive
1082,"so , the menu is written in chalk above your head and it all sounds delicious .",food,positive
782,"great food , great lay out and awesome service .",food,positive
3517,the food always tastes fresh and served promptly .,service,positive
541,"i plan to come here again and look forward to trying their assortment of bruschetta , panini 's ... ..",food,positive
1745,"also , because it is so thin , it gets cold very quickly and its not that filling .",food,negative
90,the prix fixe menu is worth every penny and you get more than enough ( both in quantity and quality ) .,price,positive
675,"do n't go alone -- even two people is n't enough for the whole experience , with pickles and a selection of meats and seafoods .",food,positive
766,the dim sum however was very good .,food,positive
2114,"we were tired and cold when we got to the restaurant , then we sat down to begin ordering appetizers .",anecdotes/miscellaneous,neutral
2935,"secondly , on this night the place was overwhelmed by upper east side ladies perfume .",ambience,negative
3415,i can not imagine you not rushing out to eat there .,anecdotes/miscellaneous,positive
54,heartland brewery is a great way to start or finish your day .,anecdotes/miscellaneous,positive
2829,definitely highly not recommended .,anecdotes/miscellaneous,negative
989,the service is fine and they allow you to enjoy the view .,ambience,positive
2143,i have been going there since it opened and i ca n't get enough .,anecdotes/miscellaneous,positive
2748,the service was the only thing good about this restaurant .,service,positive
2397,i have been to spice three times twice during lunch and once at dinner .,anecdotes/miscellaneous,neutral
293,just do n't do it .,anecdotes/miscellaneous,negative
377,we were a group of 8 and well seed .,anecdotes/miscellaneous,neutral
484,"it can be a little confusing as to where one goes to order , but once the food is ordered , you are in for a treat .",food,positive
765,sushi was n't anything spectacular for the price .,food,neutral
792,has the chef and owner changed ? ? ?,service,neutral
2212,if you want good authentic thai this place is not the place to go .,food,negative
448,"because of the delicate thin crust , take-out pies get soggy in their boxes .",food,negative
1742,i live a block away and go to patsy 's frequently .,anecdotes/miscellaneous,neutral
2158,eds a bagel ( either by sty town or midtown ) is by far the best bagel in ny .,food,positive
3323,"in fact , it appears he is going to go postal at any moment .",service,negative
2059,and yes dal bukhara is so dam good and so are all the kebabs .,food,positive
1553,"looking from the outside in , one would hesitate to enter this hole in the wall ( really , that 's what it is ) .",ambience,negative
3101,enough said !,anecdotes/miscellaneous,neutral
2493,overall a worthwhile experience .,anecdotes/miscellaneous,positive
935,they had scrapped the bottom of the vessel in which they make the rice result - we had large chunks of burnt rice in our serving bowl .,food,negative
902,at first i was rolling my ideas of yet another french place on the ues .,anecdotes/miscellaneous,neutral
3026,"the blond wood decor is very soothing , the premium sake is excellent and the service is great .",ambience,positive
1069,the cream cheeses are out of this world and i love that coffee ! !,food,positive
2298,"the crust is thin , the ingredients are fresh and the staff is friendly .",service,positive
224,"the food was terrific and the service classy , attentive , without being overbearing .",service,positive
3280,example is the soup which was about 6 oz for $ 12 dollars and the mushrooms where $ 12 for about oz .,price,positive
1920,i 've been frequenting the tasting room since it first arrived in the east village and i 've never been disappointed .,anecdotes/miscellaneous,positive
3085,"the place is larger than most and features adequate seating unlike most joints , and has a bar which deserves a mention .",ambience,positive
1111,"his drinks are very inventive , delicious and classy .",food,positive
2037,"this place has good potential , but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else .",price,negative
2296,"however , it is jus too good to not praise it .",anecdotes/miscellaneous,positive
2455,"the staff is very kind and well trained , they 're fast , they are always prompt to jump behind the bar and fix drinks , they know details of every item in the menu and make excellent recommendations .",service,positive
2599,the place is so cool and the service is prompt and curious .,ambience,positive
704,"try the pad thai , it 's fabulous and their prices are so cheap !",food,positive
1686,"considering their price of $ 6.25 for lunch special , the dish was ridiculously small .",price,negative
749,"in the evening , this place attracted a well dressed , with it , ny crowd .",anecdotes/miscellaneous,neutral
1564,people are always friendly .,service,positive
1666,food was good not great not worth the wait or another visit,service,negative
2875,decent wine at reasonable prices .,food,positive
2142,"try everything for that matter , it is all good .",food,positive
3432,"had 1 appetizer , 2 entrees and 2 cokes and the bill was ~ $ 55.00 , not including tip .",price,neutral
700,"for the price , you can not eat this well in manhattan .",price,positive
612,great place to go for a drink too because they have 100 kinds of beer .,food,positive
1338,"bottom line : b + for the food , f for the service .",service,negative
2205,the food is usually good but it certainly is n't a relaxing place to go .,ambience,negative
1907,the waitress suggested glasses of wine that went very well with the food .,service,positive
841,"but , nothing stands out about the cooking .",food,neutral
1399,"the food is consistently wonderful - i 've been coming here for years , and the owner has always been accomodating and friendly .",service,positive
2418,"the bread is the soft paratha bread ( unlike the plain bread they use in calcutta ) , and the stuffing is tandoori styled and very flavorful .",food,positive
2638,we could have made a meal of the yummy dumplings from the dumpling menu .,food,positive
2512,"good music , great food , speedy service affordable prices .",ambience,positive
193,the food is great and reasonably priced .,price,positive
1064,"very neighborhood , very quick and sufficient .",ambience,positive
1840,the location is perfect .,ambience,positive
1003,wonderful strawberry daiquiris as well !,food,positive
3162,"overall , the best bagel in town .",food,positive
2577,fine dining restaurant quality .,food,positive
1555,"behind this counter , two men are squeezed in .",ambience,negative
2804,deep fried skewers are good and still rare to find in nyc .,food,positive
3595,it was so bad i actually refused to pay for my food .,anecdotes/miscellaneous,negative
1371,the hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed .,food,negative
1175,"get your food to go , find a bench , and kick back with a plate of dumplings .",anecdotes/miscellaneous,positive
3452,i have been urged by friends for months to check out the mermaid inn .,anecdotes/miscellaneous,neutral
1458,our agreed favorite is the corrected with sausage and chicken ( usually the waiters are kind enough to split the dish in half so you get to sample both meats ) .,service,positive
3202,"we are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",food,positive
479,the sandwiches are out of this world !,food,positive
1490,both the fresh mozzarella slices and the plain cheese slice are phenomenal .,food,positive
1022,"the waitress remembers me and is very friendly , she knows what my regular is and that 's the fried mini buns with the condensed milk and the assorted fruits on beancurd .",food,positive
2234,do n't go .,anecdotes/miscellaneous,negative
589,"it 's true , you feel like your in a scene from goodfellas .",ambience,neutral
38,"the man that was hosting promised to save a table for our party of 7 , then sat a party of 2 at the very table he was saving ( mean while there were both open all around ) .",service,negative
